time,x,y,z,ref_x,ref_y,ref_z
9.46012,-1.18366,-0.639001,2.02823,0.0353414,-1.99969,2
9.47012,-1.18038,-0.644842,2.02819,0.0453395,-1.99949,2
9.48012,-1.17707,-0.65066,2.02815,0.0553366,-1.99923,2
9.49012,-1.17373,-0.656457,2.028,0.0653323,-1.99893,2
9.50012,-1.17038,-0.662233,2.02775,0.0753263,-1.99858,2
9.51012,-1.16699,-0.667983,2.02762,0.0853184,-1.99818,2
9.52012,-1.16356,-0.673707,2.02762,0.0953085,-1.99773,2
9.53012,-1.1601,-0.67941,2.02773,0.105296,-1.99723,2
9.54012,-1.15661,-0.685093,2.02781,0.115281,-1.99667,2
9.55012,-1.15308,-0.690756,2.02794,0.125263,-1.99607,2
9.56012,-1.14952,-0.696398,2.02815,0.135242,-1.99542,2
9.57012,-1.14594,-0.702022,2.02825,0.145218,-1.99472,2
9.58012,-1.14232,-0.707628,2.02822,0.15519,-1.99397,2
9.59012,-1.13869,-0.713215,2.02816,0.165158,-1.99317,2
9.60012,-1.13502,-0.718779,2.02821,0.175122,-1.99232,2
9.61012,-1.13131,-0.72432,2.02832,0.185081,-1.99142,2
9.62012,-1.12757,-0.729841,2.02845,0.195036,-1.99047,2
9.63013,-1.1238,-0.73534,2.02866,0.204986,-1.98947,2
9.64013,-1.11999,-0.740821,2.02882,0.214931,-1.98842,2
9.65013,-1.11615,-0.746284,2.02888,0.224871,-1.98732,2
9.66013,-1.11227,-0.751729,2.02894,0.234805,-1.98617,2
9.67013,-1.10838,-0.757153,2.02895,0.244733,-1.98497,2
9.68013,-1.10445,-0.762556,2.02892,0.254655,-1.98372,2
9.69013,-1.1005,-0.767938,2.02881,0.264571,-1.98242,2
9.70013,-1.09652,-0.773296,2.02874,0.27448,-1.98108,2
9.71013,-1.0925,-0.778629,2.02884,0.284382,-1.97968,2
9.72013,-1.08845,-0.783939,2.02892,0.294277,-1.97823,2
9.73013,-1.08437,-0.789229,2.02896,0.304164,-1.97674,2
9.74013,-1.08026,-0.794495,2.02905,0.314045,-1.97519,2
9.75013,-1.07611,-0.799739,2.02915,0.323917,-1.9736,2
9.76013,-1.07194,-0.804961,2.02931,0.333781,-1.97195,2
9.77013,-1.06773,-0.810165,2.02942,0.343637,-1.97026,2
9.78013,-1.06351,-0.815354,2.02933,0.353484,-1.96851,2
9.79013,-1.05926,-0.820527,2.02916,0.363322,-1.96672,2
9.80013,-1.05498,-0.825684,2.02895,0.373151,-1.96488,2
9.81013,-1.05068,-0.830824,2.02887,0.382971,-1.96299,2
9.82013,-1.04634,-0.835948,2.02885,0.392782,-1.96105,2
9.83013,-1.04198,-0.841056,2.02885,0.402582,-1.95906,2
9.84013,-1.03759,-0.846144,2.02894,0.412373,-1.95703,2
9.85013,-1.03316,-0.851212,2.0291,0.422153,-1.95494,2
9.86013,-1.02871,-0.856262,2.02921,0.431922,-1.9528,2
9.87013,-1.02424,-0.861297,2.0291,0.441681,-1.95062,2
9.88013,-1.01975,-0.86631,2.02903,0.451429,-1.94839,2
9.89013,-1.01522,-0.871297,2.02917,0.461165,-1.94611,2
9.90013,-1.01065,-0.876263,2.02944,0.47089,-1.94378,2
9.91013,-1.00606,-0.881212,2.02963,0.480604,-1.9414,2
9.92013,-1.00145,-0.886146,2.02962,0.490305,-1.93897,2
9.93013,-0.996812,-0.891062,2.02957,0.499994,-1.93649,2
9.94013,-0.992158,-0.89596,2.02943,0.50967,-1.93397,2
9.95013,-0.987481,-0.900837,2.02937,0.519334,-1.9314,2
9.96013,-0.98278,-0.905692,2.02938,0.528984,-1.92878,2
9.97013,-0.978056,-0.910526,2.0294,0.538622,-1.92611,2
9.98013,-0.973308,-0.915337,2.02946,0.548246,-1.92339,2
9.99013,-0.968542,-0.920129,2.02935,0.557856,-1.92062,2
10.0001,-0.963754,-0.9249,2.02918,0.567452,-1.91781,2
10.0101,-0.958935,-0.929643,2.02917,0.577035,-1.91495,2
10.0201,-0.954084,-0.934359,2.02927,0.586602,-1.91204,2
10.0301,-0.949206,-0.939053,2.0293,0.596155,-1.90908,2
10.0401,-0.944302,-0.943725,2.02925,0.605693,-1.90608,2
10.0501,-0.939374,-0.948371,2.02922,0.615216,-1.90303,2
10.0601,-0.934424,-0.95299,2.02927,0.624724,-1.89993,2
10.0701,-0.929457,-0.957583,2.0293,0.634216,-1.89678,2
10.0801,-0.924476,-0.962153,2.02922,0.643692,-1.89358,2
10.0901,-0.919482,-0.966697,2.02906,0.653152,-1.89034,2
10.1001,-0.914471,-0.971215,2.02886,0.662596,-1.88705,2
10.1101,-0.909441,-0.975705,2.02877,0.672023,-1.88372,2
10.1201,-0.904386,-0.980166,2.02886,0.681433,-1.88033,2
10.1301,-0.899309,-0.984604,2.02894,0.690827,-1.8769,2
10.1401,-0.894213,-0.989022,2.02891,0.700203,-1.87342,2
10.1501,-0.889093,-0.993414,2.029,0.709561,-1.8699,2
10.1601,-0.883947,-0.997782,2.02917,0.718902,-1.86633,2
10.1701,-0.878784,-1.00213,2.02921,0.728225,-1.86271,2
10.1801,-0.873603,-1.00646,2.02913,0.73753,-1.85905,2
10.1901,-0.868399,-1.01076,2.02921,0.746816,-1.85533,2
10.2001,-0.863174,-1.01503,2.02934,0.756083,-1.85158,2
10.2101,-0.857934,-1.01929,2.02934,0.765332,-1.84777,2
10.2201,-0.852681,-1.02353,2.02923,0.774561,-1.84392,2
10.2301,-0.847412,-1.02775,2.02917,0.783772,-1.84003,2
10.2401,-0.842126,-1.03195,2.02922,0.792962,-1.83609,2
10.2501,-0.836822,-1.03612,2.02929,0.802133,-1.8321,2
10.2601,-0.831503,-1.04026,2.02932,0.811283,-1.82806,2
10.2701,-0.826171,-1.04439,2.02918,0.820414,-1.82398,2
10.2801,-0.820822,-1.0485,2.02907,0.829524,-1.81986,2
10.2901,-0.815452,-1.05257,2.02913,0.838613,-1.81569,2
10.3001,-0.810065,-1.05662,2.02919,0.847681,-1.81147,2
10.3101,-0.804662,-1.06064,2.02919,0.856728,-1.80721,2
10.3201,-0.799244,-1.06463,2.02916,0.865753,-1.80291,2
10.3301,-0.793814,-1.0686,2.029,0.874757,-1.79856,2
10.3401,-0.788367,-1.07254,2.02879,0.883739,-1.79416,2
10.3501,-0.782896,-1.07645,2.02877,0.892699,-1.78972,2
10.3601,-0.777397,-1.08033,2.02893,0.901637,-1.78523,2
10.3701,-0.77187,-1.08419,2.02912,0.910552,-1.7807,2
10.3801,-0.766319,-1.08802,2.02923,0.919444,-1.77613,2
10.3901,-0.760747,-1.09182,2.02927,0.928313,-1.77151,2
10.4001,-0.755155,-1.09561,2.02922,0.937159,-1.76684,2
10.4101,-0.749541,-1.09937,2.02915,0.945982,-1.76213,2
10.4201,-0.743906,-1.1031,2.02917,0.954781,-1.75738,2
10.4301,-0.738253,-1.10681,2.02913,0.963556,-1.75259,2
10.4401,-0.732588,-1.1105,2.02893,0.972307,-1.74775,2
10.4501,-0.726906,-1.11416,2.02875,0.981034,-1.74286,2
10.4601,-0.721204,-1.11779,2.02878,0.989736,-1.73794,2
10.4701,-0.715484,-1.12139,2.02886,0.998414,-1.73297,2
10.4801,-0.709745,-1.12497,2.029,1.00707,-1.72795,2
10.4901,-0.703989,-1.12852,2.02914,1.01569,-1.72289,2
10.5001,-0.698218,-1.13204,2.02918,1.0243,-1.71779,2
10.5101,-0.692428,-1.13553,2.0292,1.03287,-1.71265,2
10.5201,-0.686617,-1.13899,2.02932,1.04142,-1.70747,2
10.5301,-0.680785,-1.14241,2.02948,1.04995,-1.70224,2
10.5401,-0.674939,-1.1458,2.02952,1.05844,-1.69697,2
10.5501,-0.669077,-1.14917,2.02948,1.06692,-1.69165,2
10.5601,-0.663201,-1.1525,2.0294,1.07536,-1.6863,2
10.5701,-0.657309,-1.1558,2.02927,1.08378,-1.6809,2
10.5801,-0.651399,-1.15907,2.02913,1.09217,-1.67546,2
10.5901,-0.645468,-1.16232,2.02909,1.10053,-1.66998,2
10.6001,-0.639516,-1.16554,2.02916,1.10887,-1.66445,2
10.6101,-0.633543,-1.16872,2.02926,1.11718,-1.65889,2
10.6201,-0.627549,-1.17189,2.02936,1.12546,-1.65328,2
10.6301,-0.621533,-1.17502,2.02952,1.13371,-1.64763,2
10.6401,-0.615497,-1.17812,2.02968,1.14194,-1.64194,2
10.6501,-0.609446,-1.1812,2.02971,1.15013,-1.63621,2
10.6601,-0.603378,-1.18425,2.02967,1.1583,-1.63044,2
10.6701,-0.59729,-1.18727,2.02973,1.16644,-1.62463,2
10.6801,-0.591181,-1.19026,2.02989,1.17455,-1.61878,2
10.6901,-0.585054,-1.19322,2.02997,1.18263,-1.61288,2
10.7001,-0.578907,-1.19614,2.03009,1.19068,-1.60695,2
10.7101,-0.572743,-1.19904,2.03016,1.1987,-1.60098,2
10.7201,-0.566563,-1.20192,2.03015,1.20669,-1.59496,2
10.7302,-0.560368,-1.20476,2.03022,1.21465,-1.58891,2
10.7402,-0.554158,-1.20757,2.03029,1.22257,-1.58282,2
10.7502,-0.547933,-1.21035,2.03042,1.23047,-1.57668,2
10.7602,-0.541695,-1.2131,2.03052,1.23834,-1.57051,2
10.7702,-0.535446,-1.21582,2.03049,1.24618,-1.5643,2
10.7802,-0.529183,-1.21851,2.03054,1.25399,-1.55805,2
10.7902,-0.522908,-1.22117,2.03057,1.26176,-1.55176,2
10.8002,-0.516622,-1.2238,2.03054,1.2695,-1.54543,2
10.8102,-0.510326,-1.2264,2.03053,1.27721,-1.53907,2
10.8202,-0.504023,-1.22897,2.03052,1.28489,-1.53266,2
10.8302,-0.497717,-1.2315,2.03047,1.29254,-1.52622,2
10.8402,-0.49141,-1.234,2.03027,1.30016,-1.51973,2
10.8502,-0.485102,-1.23647,2.0301,1.30774,-1.51321,2
10.8602,-0.478791,-1.23889,2.03008,1.31529,-1.50666,2
10.8702,-0.472477,-1.24129,2.03005,1.32281,-1.50006,2
10.8802,-0.46616,-1.24365,2.02983,1.33029,-1.49343,2
10.8902,-0.459838,-1.24599,2.02953,1.33774,-1.48676,2
10.9002,-0.453506,-1.24829,2.02926,1.34516,-1.48005,2
10.9102,-0.447159,-1.25056,2.02906,1.35254,-1.47331,2
10.9202,-0.440791,-1.25279,2.02905,1.35989,-1.46653,2
10.9302,-0.434397,-1.25499,2.02927,1.36721,-1.45971,2
10.9402,-0.427977,-1.25715,2.02954,1.37449,-1.45285,2
10.9502,-0.421537,-1.25929,2.02975,1.38174,-1.44596,2
10.9602,-0.415077,-1.26139,2.02988,1.38895,-1.43904,2
10.9702,-0.408599,-1.26347,2.02993,1.39613,-1.43207,2
10.9802,-0.402106,-1.26551,2.03002,1.40327,-1.42507,2
10.9902,-0.395603,-1.26753,2.03007,1.41038,-1.41804,2
11.0002,-0.389091,-1.26952,2.03,1.41745,-1.41097,2
11.0102,-0.382572,-1.27149,2.02998,1.42449,-1.40386,2
11.0202,-0.376043,-1.27341,2.03004,1.43149,-1.39672,2
11.0302,-0.36951,-1.27531,2.03007,1.43845,-1.38955,2
11.0402,-0.362972,-1.27718,2.03007,1.44538,-1.38234,2
11.0502,-0.356432,-1.27903,2.03003,1.45228,-1.3751,2
11.0602,-0.34989,-1.28084,2.02989,1.45914,-1.36782,2
11.0702,-0.343344,-1.28263,2.02968,1.46596,-1.3605,2
11.0802,-0.33679,-1.28439,2.02949,1.47274,-1.35316,2
11.0902,-0.330225,-1.28611,2.02947,1.47949,-1.34578,2
11.1002,-0.323646,-1.28779,2.02959,1.4862,-1.33836,2
11.1102,-0.317052,-1.28944,2.02979,1.49287,-1.33091,2
11.1202,-0.310444,-1.29106,2.03001,1.49951,-1.32343,2
11.1302,-0.303827,-1.29264,2.03009,1.50611,-1.31592,2
11.1402,-0.297203,-1.29419,2.03006,1.51267,-1.30837,2
11.1502,-0.290576,-1.29571,2.02998,1.51919,-1.30079,2
11.1602,-0.283948,-1.2972,2.02983,1.52568,-1.29318,2
11.1702,-0.277321,-1.29866,2.02966,1.53212,-1.28553,2
11.1802,-0.270694,-1.30007,2.02956,1.53853,-1.27786,2
11.1902,-0.264066,-1.30144,2.02958,1.5449,-1.27015,2
11.2002,-0.257431,-1.30278,2.02967,1.55123,-1.26241,2
11.2102,-0.250791,-1.30408,2.02973,1.55753,-1.25464,2
11.2202,-0.244144,-1.30534,2.02969,1.56378,-1.24683,2
11.2302,-0.237492,-1.30658,2.02964,1.56999,-1.239,2
11.2402,-0.230834,-1.30777,2.02958,1.57617,-1.23113,2
11.2502,-0.224173,-1.30894,2.02946,1.58231,-1.22324,2
11.2602,-0.217507,-1.31007,2.02942,1.5884,-1.21531,2
11.2702,-0.210838,-1.31117,2.02941,1.59446,-1.20735,2
11.2802,-0.204169,-1.31223,2.02933,1.60048,-1.19936,2
11.2902,-0.197501,-1.31326,2.02915,1.60645,-1.19135,2
11.3002,-0.190837,-1.31426,2.029,1.61239,-1.1833,2
11.3102,-0.184177,-1.31522,2.02896,1.61829,-1.17522,2
11.3202,-0.177522,-1.31615,2.02892,1.62414,-1.16712,2
11.3302,-0.17087,-1.31704,2.02876,1.62996,-1.15898,2
11.3402,-0.164221,-1.31791,2.02851,1.63573,-1.15082,2
11.3502,-0.15757,-1.31873,2.02834,1.64147,-1.14262,2
11.3602,-0.150911,-1.31952,2.02837,1.64716,-1.1344,2
11.3702,-0.144238,-1.32027,2.02858,1.65281,-1.12615,2
11.3802,-0.137551,-1.32098,2.0288,1.65842,-1.11787,2
11.3902,-0.130851,-1.32166,2.02901,1.66399,-1.10957,2
11.4002,-0.124136,-1.3223,2.0293,1.66952,-1.10123,2
11.4102,-0.117411,-1.3229,2.02959,1.675,-1.09287,2
11.4202,-0.110677,-1.32347,2.02978,1.68045,-1.08448,2
11.4302,-0.103934,-1.324,2.02991,1.68585,-1.07607,2
11.4402,-0.0971838,-1.32449,2.03004,1.69121,-1.06762,2
11.4502,-0.0904294,-1.32495,2.03005,1.69652,-1.05915,2
11.4602,-0.0836728,-1.32538,2.02999,1.7018,-1.05066,2
11.4702,-0.0769142,-1.32577,2.02996,1.70703,-1.04214,2
11.4802,-0.0701545,-1.32613,2.03,1.71222,-1.03359,2
11.4902,-0.0633959,-1.32646,2.03001,1.71737,-1.02501,2
11.5002,-0.0566396,-1.32676,2.02998,1.72247,-1.01641,2
11.5102,-0.049886,-1.32703,2.02989,1.72753,-1.00779,2
11.5202,-0.0431353,-1.32727,2.0298,1.73255,-0.999138,2
11.5302,-0.0363881,-1.32748,2.02975,1.73752,-0.990463,2
11.5402,-0.0296441,-1.32767,2.02962,1.74245,-0.981762,2
11.5502,-0.0229015,-1.32783,2.02932,1.74734,-0.973038,2
11.5602,-0.0161573,-1.32796,2.02904,1.75218,-0.964289,2
11.5702,-0.00940793,-1.32806,2.0288,1.75698,-0.955516,2
11.5802,-0.00264842,-1.32813,2.02873,1.76174,-0.946719,2
11.5902,0.00412488,-1.32816,2.02887,1.76645,-0.937898,2
11.6002,0.010909,-1.32816,2.02899,1.77112,-0.929054,2
11.6102,0.0177001,-1.32813,2.02906,1.77574,-0.920186,2
11.6202,0.0244948,-1.32807,2.02913,1.78032,-0.911296,2
11.6302,0.0312887,-1.32798,2.0292,1.78485,-0.902383,2
11.6402,0.0380775,-1.32786,2.02927,1.78934,-0.893447,2
11.6502,0.0448572,-1.32771,2.02933,1.79379,-0.884489,2
11.6602,0.0516251,-1.32753,2.02932,1.79819,-0.875509,2
11.6702,0.0583781,-1.32732,2.02931,1.80254,-0.866507,2
11.6802,0.0651162,-1.32709,2.02922,1.80685,-0.857483,2
11.6902,0.0718399,-1.32683,2.02901,1.81112,-0.848438,2
11.7002,0.0785479,-1.32654,2.02891,1.81534,-0.839372,2
11.7102,0.0852436,-1.32622,2.02894,1.81951,-0.830284,2
11.7202,0.0919316,-1.32587,2.02895,1.82364,-0.821176,2
11.7302,0.0986135,-1.32549,2.02894,1.82773,-0.812047,2
11.7402,0.10529,-1.32508,2.02892,1.83176,-0.802898,2
11.7502,0.111961,-1.32463,2.0289,1.83575,-0.793729,2
11.7602,0.118626,-1.32416,2.02888,1.8397,-0.784541,2
11.7702,0.125284,-1.32365,2.02878,1.8436,-0.775332,2
11.7802,0.131935,-1.32311,2.02871,1.84745,-0.766104,2
11.7902,0.138577,-1.32254,2.02873,1.85126,-0.756857,2
11.8002,0.145213,-1.32191,2.02892,1.85502,-0.747591,2
11.8102,0.151845,-1.32126,2.02909,1.85874,-0.738307,2
11.8202,0.158474,-1.32057,2.02927,1.86241,-0.729004,2
11.8302,0.165104,-1.31985,2.02951,1.86603,-0.719682,2
11.8402,0.171735,-1.31909,2.02971,1.8696,-0.710343,2
11.8502,0.178366,-1.31831,2.02985,1.87313,-0.700986,2
11.8602,0.184997,-1.31749,2.02995,1.87661,-0.691611,2
11.8702,0.191626,-1.31664,2.02998,1.88005,-0.682219,2
11.8802,0.19825,-1.31575,2.02996,1.88343,-0.67281,2
11.8902,0.204869,-1.31482,2.02998,1.88678,-0.663385,2
11.9002,0.211482,-1.31387,2.02993,1.89007,-0.653942,2
11.9102,0.21809,-1.31287,2.02984,1.89331,-0.644484,2
11.9202,0.224693,-1.31184,2.02985,1.89651,-0.635009,2
11.9302,0.231294,-1.31077,2.02995,1.89966,-0.625518,2
11.9402,0.237892,-1.30966,2.03003,1.90277,-0.616012,2
11.9502,0.244485,-1.30851,2.03021,1.90583,-0.60649,2
11.9602,0.251073,-1.30731,2.03043,1.90883,-0.596953,2
11.9702,0.257656,-1.30609,2.0305,1.91179,-0.587401,2
11.9802,0.264233,-1.30483,2.03049,1.91471,-0.577835,2
11.9902,0.270803,-1.30353,2.03044,1.91757,-0.568254,2
12.0002,0.277362,-1.3022,2.03044,1.92039,-0.558659,2
12.0102,0.28391,-1.30082,2.03049,1.92316,-0.54905,2
12.0202,0.290447,-1.29942,2.03052,1.92588,-0.539427,2
12.0302,0.296973,-1.29798,2.03051,1.92855,-0.529791,2
12.0402,0.303487,-1.29651,2.03046,1.93118,-0.520141,2
12.0502,0.30999,-1.29501,2.03043,1.93376,-0.510478,2
12.0602,0.316484,-1.29347,2.03045,1.93628,-0.500803,2
12.0702,0.32297,-1.2919,2.03047,1.93876,-0.491115,2
12.0802,0.329447,-1.2903,2.03051,1.9412,-0.481415,2
12.0902,0.335915,-1.28867,2.03052,1.94358,-0.471703,2
12.1002,0.342372,-1.28701,2.03041,1.94591,-0.461979,2
12.1102,0.348821,-1.28531,2.03031,1.9482,-0.452243,2
12.1202,0.35526,-1.28359,2.03034,1.95044,-0.442497,2
12.1302,0.361692,-1.28184,2.03035,1.95262,-0.432739,2
12.1402,0.368114,-1.28006,2.03029,1.95476,-0.42297,2
12.1502,0.374524,-1.27826,2.03027,1.95685,-0.413191,2
12.1602,0.380925,-1.27643,2.03023,1.95889,-0.403401,2
12.1702,0.387315,-1.27458,2.03022,1.96089,-0.393601,2
12.1802,0.393695,-1.27271,2.03027,1.96283,-0.383792,2
12.1902,0.400064,-1.2708,2.03023,1.96473,-0.373973,2
12.2002,0.406421,-1.26887,2.03014,1.96657,-0.364144,2
12.2102,0.412762,-1.26691,2.03023,1.96837,-0.354307,2
12.2202,0.41909,-1.2649,2.03035,1.97011,-0.34446,2
12.2302,0.425405,-1.26287,2.0303,1.97181,-0.334605,2
12.2402,0.431704,-1.2608,2.03026,1.97346,-0.324742,2
12.2502,0.437987,-1.2587,2.03029,1.97506,-0.31487,2
12.2602,0.444254,-1.25655,2.03034,1.97661,-0.304991,2
12.2702,0.450506,-1.25436,2.03042,1.97811,-0.295104,2
12.2802,0.456744,-1.25214,2.03042,1.97956,-0.285209,2
12.2902,0.46297,-1.24988,2.03042,1.98096,-0.275308,2
12.3002,0.469186,-1.24759,2.03043,1.98231,-0.265399,2
12.3102,0.475393,-1.24527,2.03045,1.98361,-0.255484,2
12.3202,0.481591,-1.24292,2.03054,1.98487,-0.245563,2
12.3302,0.487783,-1.24054,2.03065,1.98607,-0.235635,2
12.3402,0.49397,-1.23814,2.03065,1.98722,-0.225702,2
12.3502,0.500149,-1.2357,2.03065,1.98833,-0.215763,2
12.3602,0.50632,-1.23323,2.0307,1.98938,-0.205818,2
12.3702,0.512484,-1.23074,2.03074,1.99039,-0.195868,2
12.3802,0.518642,-1.22822,2.03071,1.99134,-0.185914,2
12.3902,0.524793,-1.22568,2.03064,1.99224,-0.175955,2
12.4002,0.530937,-1.22311,2.03082,1.9931,-0.165991,2
12.4102,0.537073,-1.2205,2.03122,1.9939,-0.156023,2
12.4202,0.543201,-1.21786,2.03152,1.99466,-0.146052,2
12.4302,0.549319,-1.21519,2.03176,1.99537,-0.136076,2
12.4402,0.555427,-1.2125,2.03193,1.99602,-0.126098,2
12.4502,0.561525,-1.20977,2.03195,1.99663,-0.116116,2
12.4602,0.567612,-1.20702,2.03189,1.99718,-0.106131,2
12.4702,0.573686,-1.20425,2.03182,1.99769,-0.0961435,2
12.4802,0.579744,-1.20143,2.03181,1.99814,-0.0861537,2
12.4902,0.585785,-1.19859,2.03185,1.99855,-0.0761617,2
12.5002,0.591811,-1.19573,2.03189,1.99891,-0.0661678,2
12.5102,0.59782,-1.19284,2.03192,1.99921,-0.0561723,2
12.5202,0.603812,-1.18992,2.03193,1.99947,-0.0461753,2
12.5302,0.609788,-1.18698,2.03185,1.99967,-0.0361772,2
12.5402,0.615745,-1.18402,2.03175,1.99983,-0.0261782,2
12.5502,0.621682,-1.18102,2.03171,1.99993,-0.0161786,2
12.5602,0.627602,-1.17799,2.03164,1.99999,-0.0061785,2
12.5702,0.633506,-1.17494,2.03157,2,0.00382172,2
12.5802,0.639396,-1.17186,2.03155,1.99995,0.0138218,2
12.5902,0.645272,-1.16874,2.03169,1.99986,0.0238216,2
12.6002,0.651135,-1.16559,2.03181,1.99971,0.0338208,2
12.6102,0.656986,-1.16241,2.03178,1.99952,0.0438191,2
12.6202,0.662823,-1.15921,2.03177,1.99928,0.0538164,2
12.6302,0.668644,-1.15597,2.0318,1.99898,0.0638123,2
12.6402,0.67445,-1.15271,2.03171,1.99864,0.0738066,2
12.6502,0.680237,-1.14942,2.03164,1.99824,0.083799,2
12.6602,0.686005,-1.14609,2.03169,1.9978,0.0937894,2
12.6702,0.691757,-1.14272,2.03175,1.99731,0.103777,2
12.6802,0.697492,-1.13932,2.03186,1.99676,0.113763,2
12.6902,0.703209,-1.13587,2.03208,1.99617,0.123745,2
12.7002,0.70891,-1.13239,2.0323,1.99552,0.133725,2
12.7102,0.714596,-1.12887,2.03238,1.99483,0.143701,2
12.7202,0.720267,-1.12533,2.03243,1.99409,0.153674,2
12.7302,0.72592,-1.12175,2.03256,1.99329,0.163642,2
12.7402,0.731559,-1.11814,2.03268,1.99245,0.173607,2
12.7502,0.737185,-1.11451,2.03263,1.99156,0.183567,2
12.7602,0.742796,-1.11085,2.03256,1.99062,0.193523,2
12.7702,0.748391,-1.10716,2.0325,1.98962,0.203474,2
12.7802,0.753968,-1.10344,2.03244,1.98858,0.213419,2
12.7902,0.759525,-1.0997,2.0325,1.98749,0.22336,2
12.8002,0.76506,-1.09592,2.03259,1.98635,0.233295,2
12.8102,0.770576,-1.09213,2.03265,1.98516,0.243224,2
12.8202,0.776069,-1.0883,2.03272,1.98391,0.253147,2
12.8302,0.781542,-1.08444,2.03269,1.98262,0.263063,2
12.8402,0.786995,-1.08056,2.03256,1.98128,0.272973,2
12.8502,0.792425,-1.07664,2.03242,1.97989,0.282876,2
12.8602,0.797829,-1.07268,2.03248,1.97846,0.292773,2
12.8702,0.803207,-1.06868,2.03272,1.97697,0.302661,2
12.8802,0.808563,-1.06464,2.03291,1.97543,0.312543,2
12.8902,0.813897,-1.06056,2.03304,1.97384,0.322416,2
12.9002,0.819208,-1.05645,2.03315,1.9722,0.332281,2
12.9102,0.824496,-1.05229,2.03337,1.97052,0.342138,2
12.9202,0.829762,-1.0481,2.03359,1.96878,0.351987,2
12.9302,0.835012,-1.04388,2.03365,1.967,0.361827,2
12.9402,0.840244,-1.03964,2.0336,1.96516,0.371657,2
12.9502,0.845458,-1.03537,2.03349,1.96328,0.381479,2
12.9602,0.85065,-1.03107,2.03358,1.96135,0.39129,2
12.9702,0.855821,-1.02673,2.03379,1.95937,0.401092,2
12.9802,0.860971,-1.02237,2.03392,1.95734,0.410884,2
12.9902,0.866102,-1.01799,2.03393,1.95526,0.420666,2
13.0002,0.871213,-1.01359,2.03377,1.95313,0.430437,2
13.0102,0.876298,-1.00916,2.03376,1.95096,0.440198,2
13.0202,0.881357,-1.00471,2.03387,1.94873,0.449947,2
13.0302,0.886395,-1.00025,2.03386,1.94646,0.459686,2
13.0402,0.891406,-0.995767,2.03386,1.94413,0.469412,2
13.0502,0.896392,-0.991272,2.03384,1.94176,0.479127,2
13.0602,0.901351,-0.986766,2.03381,1.93934,0.48883,2
13.0702,0.906281,-0.982247,2.03384,1.93687,0.498521,2
13.0802,0.911186,-0.977718,2.03382,1.93436,0.508199,2
13.0902,0.916063,-0.973173,2.03377,1.93179,0.517865,2
13.1002,0.920911,-0.968609,2.03381,1.92918,0.527518,2
13.1102,0.925734,-0.964024,2.03382,1.92652,0.537157,2
13.1202,0.930533,-0.959417,2.03381,1.92381,0.546783,2
13.1302,0.935306,-0.954786,2.03389,1.92105,0.556395,2
13.1402,0.940053,-0.950129,2.03407,1.91824,0.565994,2
13.1502,0.944782,-0.945452,2.03414,1.91539,0.575578,2
13.1602,0.949495,-0.940761,2.03395,1.91249,0.585148,2
13.1702,0.954191,-0.93605,2.03366,1.90954,0.594703,2
13.1802,0.958862,-0.931309,2.03353,1.90654,0.604244,2
13.1902,0.963507,-0.926537,2.03357,1.90349,0.613769,2
13.2002,0.968125,-0.921733,2.0337,1.9004,0.623279,2
13.2102,0.972716,-0.9169,2.03389,1.89726,0.632774,2
13.2202,0.977282,-0.912039,2.03401,1.89407,0.642252,2
13.2302,0.981825,-0.907151,2.03415,1.89084,0.651715,2
13.2402,0.986345,-0.902237,2.03425,1.88756,0.661161,2
13.2502,0.990844,-0.897294,2.03437,1.88423,0.670591,2
13.2602,0.995322,-0.892324,2.03448,1.88085,0.680004,2
13.2702,0.999779,-0.887326,2.03461,1.87743,0.689399,2
13.2802,1.00421,-0.882301,2.03473,1.87396,0.698778,2
13.2902,1.00862,-0.87725,2.03483,1.87044,0.708139,2
13.3002,1.01301,-0.872171,2.03496,1.86687,0.717483,2
13.3102,1.01736,-0.867064,2.03514,1.86326,0.726808,2
13.3202,1.02169,-0.861929,2.0353,1.85961,0.736116,2
13.3302,1.026,-0.856773,2.03536,1.8559,0.745405,2
13.3402,1.03027,-0.851595,2.03543,1.85215,0.754675,2
13.3502,1.03453,-0.846398,2.03542,1.84835,0.763927,2
13.3602,1.03876,-0.841186,2.03527,1.84451,0.773159,2
13.3702,1.04297,-0.835954,2.03518,1.84062,0.782372,2
13.3802,1.04714,-0.830698,2.03525,1.83669,0.791566,2
13.3902,1.05128,-0.82542,2.0353,1.83271,0.800739,2
13.4002,1.05541,-0.820123,2.03518,1.82868,0.809893,2
13.4102,1.05951,-0.814805,2.03507,1.82461,0.819027,2
13.4202,1.06358,-0.809459,2.0351,1.82049,0.828139,2
13.4302,1.06763,-0.804089,2.03515,1.81633,0.837232,2
13.4402,1.07165,-0.798694,2.03521,1.81212,0.846303,2
13.4502,1.07565,-0.793276,2.03526,1.80786,0.855353,2
13.4602,1.07963,-0.787836,2.03532,1.80356,0.864382,2
13.4702,1.08357,-0.782376,2.03541,1.79922,0.873389,2
13.4802,1.08749,-0.776898,2.03548,1.79483,0.882375,2
13.4902,1.09138,-0.771401,2.03556,1.7904,0.891338,2
13.5002,1.09525,-0.765887,2.03559,1.78592,0.900279,2
13.5102,1.09909,-0.76036,2.03543,1.78139,0.909197,2
