time,x,y,z,ref_x,ref_y,ref_z
18.9103,-0.680861,1.15449,2.03142,-1.99908,-0.0607722,2
18.9203,-0.686681,1.15117,2.03143,-1.99875,-0.070767,2
18.9303,-0.69248,1.14783,2.03139,-1.99837,-0.08076,2
18.9403,-0.698262,1.14447,2.03123,-1.99794,-0.090751,2
18.9503,-0.704023,1.14109,2.03109,-1.99746,-0.10074,2
18.9603,-0.70976,1.13767,2.03119,-1.99693,-0.110726,2
18.9703,-0.715479,1.13422,2.03127,-1.99635,-0.120709,2
18.9803,-0.72118,1.13074,2.03129,-1.99573,-0.13069,2
18.9903,-0.726863,1.12723,2.03131,-1.99505,-0.140667,2
19.0003,-0.732527,1.1237,2.03132,-1.99432,-0.150641,2
19.0103,-0.738171,1.12015,2.03128,-1.99354,-0.160611,2
19.0203,-0.743797,1.11657,2.0312,-1.99271,-0.170577,2
19.0303,-0.7494,1.11296,2.0312,-1.99183,-0.180538,2
19.0403,-0.754983,1.10931,2.03128,-1.99091,-0.190495,2
19.0503,-0.760546,1.10564,2.03135,-1.98993,-0.200448,2
19.0603,-0.76609,1.10193,2.03138,-1.9889,-0.210395,2
19.0703,-0.771612,1.09821,2.03139,-1.98783,-0.220337,2
19.0803,-0.777114,1.09446,2.03133,-1.9867,-0.230274,2
19.0903,-0.782596,1.09069,2.0312,-1.98552,-0.240204,2
19.1003,-0.788057,1.0869,2.03104,-1.9843,-0.250129,2
19.1103,-0.793496,1.08309,2.03088,-1.98302,-0.260048,2
19.1203,-0.798914,1.07925,2.0307,-1.9817,-0.26996,2
19.1303,-0.804313,1.07539,2.03049,-1.98032,-0.279865,2
19.1403,-0.809685,1.07149,2.03057,-1.9789,-0.289763,2
19.1503,-0.815033,1.06756,2.03085,-1.97742,-0.299654,2
19.1603,-0.820366,1.06361,2.03091,-1.9759,-0.309538,2
19.1703,-0.825682,1.05963,2.03085,-1.97433,-0.319414,2
19.1803,-0.830978,1.05562,2.03085,-1.97271,-0.329282,2
19.1903,-0.836253,1.05159,2.03092,-1.97104,-0.339141,2
19.2003,-0.841507,1.04753,2.03098,-1.96932,-0.348992,2
19.2103,-0.846741,1.04345,2.03098,-1.96755,-0.358835,2
19.2203,-0.851955,1.03935,2.03089,-1.96573,-0.368668,2
19.2303,-0.857149,1.03523,2.03075,-1.96386,-0.378492,2
19.2403,-0.86232,1.03108,2.03061,-1.96194,-0.388307,2
19.2503,-0.867463,1.02691,2.03067,-1.95998,-0.398112,2
19.2603,-0.872579,1.0227,2.03094,-1.95796,-0.407907,2
19.2703,-0.877678,1.01847,2.03117,-1.9559,-0.417692,2
19.2803,-0.882759,1.01421,2.03133,-1.95378,-0.427467,2
19.2903,-0.887825,1.00993,2.0314,-1.95162,-0.43723,2
19.3003,-0.892876,1.00562,2.03135,-1.94941,-0.446983,2
19.3103,-0.897909,1.00129,2.03127,-1.94715,-0.456725,2
19.3203,-0.902924,0.996925,2.03121,-1.94484,-0.466455,2
19.3303,-0.907921,0.992529,2.03119,-1.94249,-0.476174,2
19.3403,-0.912896,0.988091,2.03134,-1.94008,-0.48588,2
19.3503,-0.917851,0.983611,2.03159,-1.93763,-0.495575,2
19.3603,-0.922789,0.979095,2.03182,-1.93513,-0.505257,2
19.3703,-0.927712,0.974548,2.0319,-1.93258,-0.514926,2
19.3803,-0.932616,0.969967,2.03198,-1.92998,-0.524583,2
19.3903,-0.937501,0.965351,2.0321,-1.92733,-0.534227,2
19.4003,-0.942368,0.960712,2.03207,-1.92463,-0.543857,2
19.4103,-0.947215,0.956045,2.032,-1.92189,-0.553473,2
19.4203,-0.95204,0.95135,2.03194,-1.9191,-0.563076,2
19.4303,-0.956839,0.946626,2.032,-1.91626,-0.572665,2
19.4403,-0.961616,0.941878,2.03201,-1.91337,-0.582239,2
19.4503,-0.966374,0.937114,2.03183,-1.91044,-0.591799,2
19.4604,-0.971103,0.932325,2.03175,-1.90746,-0.601344,2
19.4704,-0.975803,0.927512,2.03182,-1.90442,-0.610874,2
19.4804,-0.980481,0.92268,2.03184,-1.90135,-0.620388,2
19.4904,-0.985136,0.917827,2.03188,-1.89822,-0.629888,2
19.5004,-0.989767,0.912953,2.03195,-1.89505,-0.639371,2
19.5104,-0.994373,0.908057,2.03203,-1.89183,-0.648838,2
19.5204,-0.998956,0.903143,2.03203,-1.88856,-0.65829,2
19.5304,-1.00352,0.898215,2.03182,-1.88524,-0.667724,2
19.5404,-1.00806,0.893265,2.03165,-1.88188,-0.677142,2
19.5504,-1.01256,0.888286,2.03166,-1.87847,-0.686543,2
19.5604,-1.01704,0.883278,2.03177,-1.87502,-0.695927,2
19.5704,-1.02149,0.878243,2.03179,-1.87151,-0.705294,2
19.5804,-1.02592,0.873185,2.03174,-1.86796,-0.714643,2
19.5904,-1.03032,0.868101,2.03168,-1.86437,-0.723974,2
19.6004,-1.03469,0.862993,2.03158,-1.86072,-0.733287,2
19.6104,-1.03903,0.857861,2.03151,-1.85703,-0.742582,2
19.6204,-1.04334,0.852706,2.0315,-1.8533,-0.751858,2
19.6304,-1.04762,0.847533,2.03141,-1.84951,-0.761115,2
19.6404,-1.05188,0.84234,2.03129,-1.84569,-0.770353,2
19.6504,-1.05611,0.83713,2.03113,-1.84181,-0.779572,2
19.6604,-1.06032,0.8319,2.03097,-1.83789,-0.788772,2
19.6704,-1.06449,0.826652,2.03093,-1.83392,-0.797951,2
19.6804,-1.06864,0.821386,2.0309,-1.82991,-0.807111,2
19.6904,-1.07276,0.8161,2.03101,-1.82585,-0.816251,2
19.7004,-1.07684,0.810792,2.03117,-1.82175,-0.82537,2
19.7104,-1.0809,0.805468,2.03118,-1.8176,-0.834469,2
19.7204,-1.08493,0.800129,2.03108,-1.8134,-0.843546,2
19.7304,-1.08894,0.79477,2.03097,-1.80916,-0.852603,2
19.7404,-1.09292,0.78939,2.03098,-1.80488,-0.861638,2
19.7504,-1.09687,0.783989,2.03099,-1.80055,-0.870652,2
19.7604,-1.10079,0.778573,2.03096,-1.79617,-0.879644,2
19.7704,-1.10469,0.773143,2.03085,-1.79175,-0.888614,2
19.7804,-1.10855,0.767695,2.03081,-1.78728,-0.897562,2
19.7904,-1.11239,0.76223,2.0308,-1.78277,-0.906487,2
19.8004,-1.1162,0.75675,2.03069,-1.77822,-0.91539,2
19.8104,-1.11999,0.751257,2.03049,-1.77362,-0.92427,2
19.8204,-1.12375,0.745744,2.03052,-1.76898,-0.933126,2
19.8304,-1.12748,0.740212,2.0307,-1.76429,-0.94196,2
19.8404,-1.13118,0.734668,2.03076,-1.75956,-0.95077,2
19.8504,-1.13487,0.72911,2.03077,-1.75478,-0.959556,2
19.8604,-1.13854,0.72354,2.03063,-1.74996,-0.968318,2
19.8704,-1.14219,0.717954,2.03056,-1.7451,-0.977056,2
19.8804,-1.14581,0.71235,2.03059,-1.74019,-0.985769,2
19.8904,-1.1494,0.706732,2.03054,-1.73524,-0.994458,2
19.9004,-1.15297,0.701095,2.03058,-1.73024,-1.00312,2
19.9104,-1.1565,0.695435,2.03075,-1.72521,-1.01176,2
19.9204,-1.16001,0.689753,2.03092,-1.72013,-1.02037,2
19.9304,-1.16348,0.684052,2.03103,-1.715,-1.02896,2
19.9404,-1.16693,0.678336,2.03102,-1.70984,-1.03752,2
19.9504,-1.17035,0.672605,2.03085,-1.70463,-1.04606,2
19.9604,-1.17373,0.666855,2.03079,-1.69938,-1.05457,2
19.9704,-1.17709,0.661086,2.03079,-1.69408,-1.06306,2
19.9804,-1.18042,0.655303,2.03074,-1.68875,-1.07151,2
19.9904,-1.18372,0.649504,2.03076,-1.68337,-1.07994,2
20.0004,-1.18699,0.643692,2.03073,-1.67795,-1.08835,2
20.0104,-1.19024,0.637866,2.03063,-1.67248,-1.09672,2
20.0204,-1.19346,0.632023,2.03051,-1.66698,-1.10507,2
20.0304,-1.19665,0.626164,2.0304,-1.66143,-1.11339,2
20.0404,-1.19981,0.620291,2.03033,-1.65584,-1.12169,2
20.0504,-1.20294,0.614407,2.03025,-1.65022,-1.12995,2
20.0604,-1.20605,0.60851,2.03017,-1.64454,-1.13819,2
20.0704,-1.20912,0.6026,2.03016,-1.63883,-1.1464,2
20.0804,-1.21217,0.596677,2.03017,-1.63308,-1.15458,2
20.0904,-1.21518,0.590741,2.03013,-1.62729,-1.16273,2
20.1004,-1.21817,0.584789,2.03021,-1.62145,-1.17085,2
20.1104,-1.22111,0.578819,2.03049,-1.61558,-1.17894,2
20.1204,-1.22404,0.572834,2.03072,-1.60966,-1.18701,2
20.1304,-1.22694,0.566838,2.03078,-1.60371,-1.19504,2
20.1404,-1.22981,0.56083,2.03073,-1.59771,-1.20304,2
20.1504,-1.23267,0.554807,2.03065,-1.59168,-1.21102,2
20.1604,-1.23549,0.548766,2.0306,-1.5856,-1.21896,2
20.1704,-1.23829,0.542703,2.03061,-1.57949,-1.22687,2
20.1804,-1.24106,0.536612,2.03082,-1.57333,-1.23476,2
20.1904,-1.2438,0.530497,2.03109,-1.56714,-1.24261,2
20.2004,-1.24652,0.524362,2.03124,-1.56091,-1.25043,2
20.2104,-1.24921,0.518207,2.0314,-1.55464,-1.25822,2
20.2204,-1.25187,0.512034,2.03146,-1.54832,-1.26597,2
20.2304,-1.25451,0.505848,2.03145,-1.54198,-1.2737,2
20.2404,-1.25711,0.499646,2.03155,-1.53559,-1.28139,2
20.2504,-1.25968,0.49343,2.03167,-1.52916,-1.28906,2
20.2604,-1.26222,0.487202,2.03167,-1.5227,-1.29669,2
20.2704,-1.26472,0.48096,2.03175,-1.51619,-1.30428,2
20.2804,-1.26719,0.474702,2.03194,-1.50965,-1.31185,2
20.2904,-1.26962,0.468435,2.03199,-1.50308,-1.31938,2
20.3004,-1.27203,0.46216,2.03186,-1.49646,-1.32688,2
20.3104,-1.2744,0.455875,2.03179,-1.48981,-1.33435,2
20.3204,-1.27674,0.44958,2.03185,-1.48312,-1.34178,2
20.3304,-1.27904,0.443281,2.03184,-1.47639,-1.34918,2
20.3404,-1.28132,0.436977,2.03175,-1.46962,-1.35654,2
20.3504,-1.28357,0.430668,2.03162,-1.46282,-1.36387,2
20.3604,-1.28578,0.42435,2.03148,-1.45598,-1.37117,2
20.3704,-1.28796,0.418021,2.03135,-1.44911,-1.37843,2
20.3804,-1.29011,0.411675,2.03141,-1.4422,-1.38566,2
20.3904,-1.29222,0.405315,2.03156,-1.43525,-1.39286,2
20.4004,-1.2943,0.398944,2.03163,-1.42827,-1.40001,2
20.4104,-1.29635,0.392562,2.03175,-1.42125,-1.40714,2
20.4204,-1.29836,0.386172,2.03183,-1.4142,-1.41423,2
20.4304,-1.30034,0.379776,2.0318,-1.40711,-1.42128,2
20.4404,-1.30228,0.37337,2.03173,-1.39999,-1.4283,2
20.4504,-1.30419,0.366954,2.03167,-1.39283,-1.43528,2
20.4604,-1.30606,0.360523,2.03163,-1.38563,-1.44223,2
20.4704,-1.3079,0.354076,2.03168,-1.3784,-1.44914,2
20.4804,-1.3097,0.347615,2.03173,-1.37114,-1.45601,2
20.4904,-1.31147,0.341143,2.03165,-1.36384,-1.46285,2
20.5004,-1.31321,0.33466,2.03157,-1.35651,-1.46965,2
20.5104,-1.31492,0.328168,2.03148,-1.34915,-1.47641,2
20.5204,-1.3166,0.321666,2.03135,-1.34175,-1.48314,2
20.5304,-1.31825,0.315156,2.03122,-1.33432,-1.48983,2
20.5404,-1.31987,0.308636,2.03122,-1.32685,-1.49649,2
20.5504,-1.32144,0.302108,2.03129,-1.31935,-1.5031,2
20.5604,-1.32299,0.295574,2.03127,-1.31182,-1.50968,2
20.5704,-1.3245,0.289034,2.03124,-1.30425,-1.51622,2
20.5804,-1.32597,0.282486,2.03133,-1.29666,-1.52272,2
20.5904,-1.3274,0.275929,2.03147,-1.28903,-1.52919,2
20.6004,-1.32879,0.269367,2.03149,-1.28136,-1.53561,2
20.6104,-1.33015,0.262797,2.03155,-1.27367,-1.542,2
20.6204,-1.33147,0.256222,2.0316,-1.26594,-1.54835,2
20.6304,-1.33276,0.249639,2.03152,-1.25819,-1.55466,2
20.6404,-1.33402,0.243043,2.03155,-1.2504,-1.56093,2
20.6504,-1.33523,0.236433,2.03172,-1.24258,-1.56716,2
20.6604,-1.33641,0.229813,2.03182,-1.23472,-1.57336,2
20.6704,-1.33757,0.223184,2.03184,-1.22684,-1.57951,2
20.6804,-1.33868,0.216549,2.03187,-1.21893,-1.58563,2
20.6904,-1.33976,0.209909,2.03186,-1.21099,-1.5917,2
20.7004,-1.3408,0.203263,2.03189,-1.20301,-1.59774,2
20.7104,-1.34181,0.196611,2.03196,-1.19501,-1.60373,2
20.7204,-1.34278,0.189956,2.03204,-1.18697,-1.60969,2
20.7304,-1.34373,0.1833,2.03201,-1.17891,-1.6156,2
20.7404,-1.34464,0.176643,2.03196,-1.17082,-1.62148,2
20.7504,-1.34552,0.169986,2.03195,-1.1627,-1.62731,2
20.7604,-1.34637,0.163328,2.03186,-1.15454,-1.6331,2
20.7704,-1.34718,0.15667,2.03188,-1.14636,-1.63886,2
20.7804,-1.34795,0.150009,2.03196,-1.13816,-1.64457,2
20.7904,-1.3487,0.143345,2.03195,-1.12992,-1.65024,2
20.8004,-1.3494,0.136675,2.03209,-1.12165,-1.65587,2
20.8104,-1.35007,0.129997,2.03227,-1.11336,-1.66145,2
20.8204,-1.35071,0.123313,2.03228,-1.10504,-1.667,2
20.8304,-1.35131,0.116624,2.03222,-1.09669,-1.6725,2
20.8404,-1.35188,0.109929,2.03216,-1.08831,-1.67797,2
20.8504,-1.35242,0.103226,2.03213,-1.07991,-1.68339,2
20.8604,-1.35291,0.0965122,2.03221,-1.07148,-1.68877,2
20.8704,-1.35338,0.0897886,2.03233,-1.06302,-1.6941,2
20.8804,-1.35381,0.0830573,2.03246,-1.05454,-1.6994,2
20.8904,-1.3542,0.0763205,2.03255,-1.04603,-1.70465,2
20.9004,-1.35457,0.0695801,2.03255,-1.03749,-1.70986,2
20.9104,-1.35489,0.0628353,2.03266,-1.02893,-1.71502,2
20.9204,-1.35518,0.0560864,2.03274,-1.02034,-1.72015,2
20.9304,-1.35544,0.0493333,2.03284,-1.01173,-1.72523,2
20.9404,-1.35566,0.0425768,2.03294,-1.00309,-1.73026,2
20.9504,-1.35585,0.0358199,2.03296,-0.994424,-1.73526,2
20.9604,-1.35601,0.0290638,2.03296,-0.985735,-1.74021,2
20.9704,-1.35612,0.0223088,2.033,-0.977021,-1.74512,2
20.9804,-1.3562,0.0155553,2.03301,-0.968283,-1.74998,2
20.9904,-1.35624,0.00880489,2.03285,-0.959521,-1.7548,2
21.0004,-1.35625,0.00205831,2.03273,-0.950735,-1.75957,2
21.0104,-1.35621,-0.00468458,2.03271,-0.941925,-1.76431,2
21.0204,-1.35614,-0.0114244,2.0327,-0.933092,-1.76899,2
21.0304,-1.35603,-0.0181615,2.03274,-0.924235,-1.77364,2
21.0404,-1.35588,-0.0248968,2.03284,-0.915355,-1.77824,2
21.0504,-1.3557,-0.0316307,2.03287,-0.906452,-1.78279,2
21.0604,-1.35549,-0.0383625,2.03279,-0.897527,-1.7873,2
21.0704,-1.35523,-0.045093,2.03288,-0.888579,-1.79177,2
21.0804,-1.35494,-0.0518237,2.03304,-0.879609,-1.79619,2
21.0904,-1.35461,-0.0585549,2.03304,-0.870616,-1.80056,2
21.1004,-1.35426,-0.0652872,2.03299,-0.861603,-1.80489,2
21.1104,-1.35387,-0.0720206,2.03294,-0.852567,-1.80918,2
21.1204,-1.35343,-0.0787566,2.0331,-0.84351,-1.81342,2
21.1304,-1.35296,-0.0854955,2.03341,-0.834433,-1.81761,2
21.1404,-1.35245,-0.0922352,2.0336,-0.825334,-1.82176,2
21.1504,-1.35191,-0.098975,2.03362,-0.816215,-1.82587,2
21.1604,-1.35133,-0.105715,2.03367,-0.807075,-1.82993,2
21.1704,-1.35072,-0.112454,2.03379,-0.797915,-1.83394,2
21.1804,-1.35007,-0.119191,2.03378,-0.788735,-1.83791,2
21.1904,-1.34939,-0.125924,2.03376,-0.779536,-1.84183,2
21.2004,-1.34868,-0.132654,2.03364,-0.770317,-1.8457,2
21.2104,-1.34794,-0.139378,2.03351,-0.761078,-1.84953,2
21.2204,-1.34715,-0.146094,2.03357,-0.751821,-1.85331,2
21.2304,-1.34632,-0.152803,2.03362,-0.742545,-1.85705,2
21.2404,-1.34546,-0.159505,2.0336,-0.73325,-1.86074,2
21.2504,-1.34456,-0.166198,2.03358,-0.723937,-1.86438,2
21.2604,-1.34363,-0.172882,2.03351,-0.714606,-1.86798,2
21.2704,-1.34267,-0.179554,2.03341,-0.705257,-1.87153,2
21.2804,-1.34168,-0.186213,2.03327,-0.69589,-1.87503,2
21.2904,-1.34066,-0.192857,2.03311,-0.686506,-1.87849,2
21.3004,-1.33959,-0.199486,2.03298,-0.677105,-1.88189,2
21.3104,-1.33849,-0.206101,2.033,-0.667687,-1.88526,2
21.3204,-1.33735,-0.212705,2.03306,-0.658252,-1.88857,2
21.3304,-1.33619,-0.219299,2.03298,-0.648801,-1.89184,2
21.3404,-1.33499,-0.225883,2.03286,-0.639333,-1.89506,2
21.3504,-1.33377,-0.232455,2.0328,-0.62985,-1.89823,2
21.3604,-1.33252,-0.239016,2.03281,-0.620351,-1.90136,2
21.3704,-1.33124,-0.245567,2.03282,-0.610836,-1.90444,2
21.3804,-1.32994,-0.252107,2.03276,-0.601306,-1.90747,2
21.3904,-1.32862,-0.258636,2.03257,-0.591761,-1.91045,2
21.4004,-1.32727,-0.265154,2.03241,-0.582201,-1.91338,2
21.4104,-1.32588,-0.271659,2.03238,-0.572627,-1.91627,2
21.4204,-1.32447,-0.278154,2.03227,-0.563038,-1.91911,2
21.4304,-1.32303,-0.284637,2.03222,-0.553435,-1.9219,2
21.4404,-1.32156,-0.29111,2.03224,-0.543819,-1.92465,2
21.4504,-1.32007,-0.297573,2.03215,-0.534189,-1.92734,2
21.4604,-1.31855,-0.30402,2.03206,-0.524545,-1.92999,2
21.4704,-1.317,-0.310453,2.03193,-0.514888,-1.93259,2
21.4804,-1.31544,-0.316868,2.03174,-0.505219,-1.93514,2
21.4904,-1.31384,-0.323266,2.03162,-0.495537,-1.93764,2
21.5004,-1.31221,-0.329648,2.03155,-0.485842,-1.94009,2
21.5104,-1.31055,-0.336016,2.03155,-0.476135,-1.9425,2
21.5204,-1.30885,-0.342371,2.03157,-0.466417,-1.94485,2
21.5304,-1.30711,-0.348715,2.03157,-0.456686,-1.94716,2
21.5404,-1.30533,-0.35505,2.03168,-0.446945,-1.94942,2
21.5504,-1.30352,-0.361375,2.03175,-0.437192,-1.95163,2
21.5604,-1.30167,-0.36769,2.0318,-0.427428,-1.95379,2
21.5704,-1.29978,-0.373995,2.03188,-0.417654,-1.95591,2
21.5804,-1.29786,-0.380287,2.03192,-0.407869,-1.95797,2
21.5904,-1.29591,-0.386566,2.03198,-0.398073,-1.95998,2
21.6004,-1.29393,-0.392832,2.03199,-0.388268,-1.96195,2
21.6104,-1.29191,-0.399084,2.03201,-0.378454,-1.96387,2
21.6204,-1.28987,-0.405321,2.03203,-0.368629,-1.96573,2
21.6304,-1.2878,-0.411548,2.03184,-0.358796,-1.96755,2
21.6404,-1.28571,-0.417763,2.03162,-0.348953,-1.96932,2
21.6504,-1.28358,-0.423966,2.0316,-0.339102,-1.97104,2
21.6604,-1.28142,-0.430158,2.03169,-0.329243,-1.97271,2
21.6704,-1.27922,-0.436339,2.03187,-0.319375,-1.97434,2
21.6804,-1.277,-0.442509,2.03204,-0.309499,-1.97591,2
21.6904,-1.27474,-0.44867,2.03206,-0.299615,-1.97743,2
21.7004,-1.27246,-0.454821,2.03208,-0.289724,-1.9789,2
21.7104,-1.27014,-0.460963,2.03213,-0.279826,-1.98033,2
21.7204,-1.2678,-0.467095,2.03213,-0.269921,-1.9817,2
21.7304,-1.26543,-0.473216,2.03208,-0.260009,-1.98303,2
21.7404,-1.26304,-0.479325,2.03201,-0.25009,-1.9843,2
21.7504,-1.26063,-0.485423,2.03207,-0.240165,-1.98553,2
21.7604,-1.25818,-0.491508,2.0322,-0.230234,-1.9867,2
21.7704,-1.25572,-0.497585,2.03216,-0.220298,-1.98783,2
21.7804,-1.25323,-0.503652,2.03211,-0.210356,-1.98891,2
21.7904,-1.25071,-0.509707,2.0321,-0.200408,-1.98993,2
21.8004,-1.24816,-0.515751,2.032,-0.190456,-1.99091,2
21.8104,-1.24558,-0.521781,2.03197,-0.180499,-1.99184,2
21.8204,-1.24297,-0.527798,2.03198,-0.170537,-1.99272,2
21.8304,-1.24033,-0.533802,2.032,-0.160571,-1.99354,2
21.8404,-1.23766,-0.539791,2.03206,-0.150601,-1.99432,2
21.8504,-1.23494,-0.545765,2.03223,-0.140628,-1.99505,2
21.8604,-1.2322,-0.551724,2.03242,-0.130651,-1.99573,2
21.8704,-1.22942,-0.557672,2.03255,-0.12067,-1.99636,2
21.8804,-1.22661,-0.563607,2.03268,-0.110687,-1.99693,2
21.8904,-1.22376,-0.569531,2.0328,-0.1007,-1.99746,2
21.9004,-1.22088,-0.575443,2.0329,-0.0907116,-1.99794,2
21.9104,-1.21796,-0.581341,2.03301,-0.0807205,-1.99837,2
21.9204,-1.21501,-0.587227,2.03302,-0.0707275,-1.99875,2
21.9304,-1.21203,-0.593102,2.03296,-0.0607327,-1.99908,2
21.9404,-1.20902,-0.598966,2.03285,-0.0507363,-1.99936,2
21.9504,-1.20598,-0.604819,2.03269,-0.0407387,-1.99959,2
21.9604,-1.20292,-0.610662,2.03255,-0.0307401,-1.99976,2
21.9704,-1.19982,-0.616494,2.03245,-0.0207407,-1.99989,2
21.9804,-1.1967,-0.62231,2.03254,-0.0107408,-1.99997,2
21.9904,-1.19354,-0.628113,2.03262,-0.000740631,-2,2
22.0004,-1.19035,-0.633903,2.03264,0.00925956,-1.99998,2
22.0104,-1.18713,-0.639678,2.03273,0.0192595,-1.99991,2
22.0204,-1.18388,-0.64544,2.03279,0.029259,-1.99979,2
22.0304,-1.18061,-0.65119,2.03283,0.0392578,-1.99961,2
22.0404,-1.17731,-0.656927,2.03283,0.0492555,-1.99939,2
22.0504,-1.17399,-0.662653,2.03275,0.0592521,-1.99912,2
22.0604,-1.17064,-0.668373,2.03271,0.0692471,-1.9988,2
22.0704,-1.16727,-0.674089,2.03273,0.0792405,-1.99843,2
22.0804,-1.16387,-0.679801,2.03275,0.0892318,-1.99801,2
22.0904,-1.16046,-0.685507,2.03256,0.0992209,-1.99754,2
22.1004,-1.15702,-0.691205,2.03231,0.109208,-1.99702,2
22.1104,-1.15355,-0.696889,2.03219,0.119191,-1.99645,2
22.1204,-1.15004,-0.702558,2.03219,0.129172,-1.99582,2
22.1304,-1.1465,-0.708212,2.03223,0.13915,-1.99515,2
22.1404,-1.14293,-0.71385,2.03231,0.149124,-1.99443,2
22.1504,-1.13931,-0.71947,2.03245,0.159095,-1.99366,2
22.1604,-1.13566,-0.725074,2.03262,0.169061,-1.99284,2
22.1704,-1.13197,-0.73066,2.03274,0.179024,-1.99197,2
22.1804,-1.12825,-0.736232,2.03281,0.188981,-1.99105,2
22.1904,-1.12449,-0.741784,2.03299,0.198934,-1.99008,2
22.2004,-1.1207,-0.747321,2.03315,0.208883,-1.98906,2
22.2104,-1.11687,-0.752841,2.03327,0.218825,-1.98799,2
22.2204,-1.11301,-0.758345,2.03338,0.228763,-1.98687,2
22.2304,-1.10912,-0.763831,2.03347,0.238695,-1.98571,2
22.2404,-1.1052,-0.7693,2.03356,0.24862,-1.98449,2
22.2504,-1.10124,-0.774751,2.03363,0.25854,-1.98322,2
22.2604,-1.09726,-0.780185,2.0337,0.268453,-1.9819,2
22.2704,-1.09325,-0.785601,2.03369,0.278359,-1.98053,2
22.2804,-1.08921,-0.790998,2.03374,0.288259,-1.97912,2
22.2904,-1.08514,-0.796378,2.03373,0.298151,-1.97765,2
22.3004,-1.08104,-0.801742,2.03362,0.308035,-1.97614,2
22.3104,-1.07693,-0.807086,2.03353,0.317912,-1.97457,2
22.3204,-1.07278,-0.812409,2.03348,0.327782,-1.97296,2
22.3304,-1.06861,-0.817711,2.03349,0.337642,-1.97129,2
22.3404,-1.06441,-0.822994,2.03348,0.347495,-1.96958,2
22.3504,-1.0602,-0.828259,2.03335,0.357339,-1.96782,2
22.3604,-1.05597,-0.833503,2.03324,0.367173,-1.96601,2
22.3704,-1.05171,-0.838724,2.0332,0.376999,-1.96415,2
22.3804,-1.04743,-0.843924,2.03311,0.386815,-1.96224,2
22.3904,-1.04313,-0.849101,2.03301,0.396622,-1.96028,2
22.4004,-1.0388,-0.854255,2.03299,0.406418,-1.95827,2
22.4104,-1.03444,-0.859382,2.03311,0.416205,-1.95621,2
22.4204,-1.03005,-0.864488,2.03325,0.425981,-1.95411,2
22.4304,-1.02563,-0.869574,2.03331,0.435746,-1.95195,2
22.4404,-1.02119,-0.874645,2.03318,0.445501,-1.94975,2
22.4504,-1.01672,-0.879694,2.03301,0.455244,-1.9475,2
22.4604,-1.01222,-0.884716,2.03302,0.464976,-1.9452,2
22.4704,-1.00769,-0.889715,2.03306,0.474696,-1.94285,2
22.4804,-1.00313,-0.89469,2.03312,0.484405,-1.94045,2
22.4904,-0.998541,-0.899642,2.03319,0.494101,-1.93801,2
22.5004,-0.99393,-0.904572,2.03314,0.503785,-1.93551,2
22.5104,-0.989291,-0.909479,2.03313,0.513457,-1.93297,2
22.5204,-0.984616,-0.914357,2.03331,0.523115,-1.93038,2
22.5304,-0.979909,-0.919209,2.03355,0.532761,-1.92774,2
22.5404,-0.975177,-0.924039,2.03368,0.542393,-1.92505,2
22.5504,-0.970419,-0.928847,2.03372,0.552012,-1.92231,2
22.5604,-0.965633,-0.933628,2.03382,0.561617,-1.91953,2
22.5704,-0.960821,-0.938384,2.03395,0.571207,-1.9167,2
22.5804,-0.955985,-0.943117,2.03402,0.580784,-1.91382,2
22.5904,-0.951123,-0.947825,2.03415,0.590346,-1.91089,2
22.6004,-0.946235,-0.952508,2.03427,0.599893,-1.90791,2
22.6104,-0.94132,-0.957167,2.03437,0.609425,-1.90489,2
22.6204,-0.936372,-0.961797,2.03457,0.618942,-1.90182,2
22.6304,-0.931399,-0.966405,2.0347,0.628444,-1.8987,2
22.6404,-0.926402,-0.97099,2.03469,0.63793,-1.89553,2
22.6504,-0.921377,-0.975548,2.03477,0.6474,-1.89232,2
22.6604,-0.916329,-0.980082,2.03482,0.656853,-1.88906,2
22.6704,-0.911259,-0.984593,2.03476,0.666291,-1.88575,2
22.6804,-0.906168,-0.989076,2.03478,0.675711,-1.8824,2
22.6904,-0.901055,-0.993531,2.03483,0.685115,-1.87899,2
22.7004,-0.895921,-0.997957,2.03493,0.694501,-1.87554,2
22.7104,-0.890767,-1.00236,2.03493,0.703871,-1.87205,2
22.7204,-0.885592,-1.00674,2.03484,0.713222,-1.86851,2
22.7304,-0.880387,-1.01109,2.03483,0.722556,-1.86492,2
22.7404,-0.875149,-1.01541,2.03495,0.731872,-1.86128,2
22.7504,-0.869883,-1.01972,2.03504,0.741169,-1.8576,2
22.7604,-0.864593,-1.024,2.03503,0.750448,-1.85387,2
22.7704,-0.859278,-1.02827,2.03504,0.759708,-1.85009,2
22.7804,-0.853943,-1.03251,2.03504,0.768949,-1.84627,2
22.7904,-0.848588,-1.03672,2.03506,0.778171,-1.8424,2
22.8004,-0.843215,-1.04092,2.0351,0.787374,-1.83849,2
22.8104,-0.837827,-1.04509,2.03507,0.796557,-1.83453,2
22.8204,-0.832421,-1.04924,2.03504,0.805719,-1.83052,2
22.8304,-0.827,-1.05337,2.03491,0.814862,-1.82647,2
22.8404,-0.821557,-1.05747,2.03482,0.823985,-1.82237,2
22.8504,-0.816085,-1.06154,2.03498,0.833086,-1.81823,2
